"filename", "language", "Vue", "HTML", "SCSS", "JSON with Comments", "TypeScript", "Markdown", "JavaScript", "CSS", "JSON", "YAML", "comment", "blank", "total"
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/README.md", "Markdown", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 7, 18
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/app.vue", "Vue", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/css/main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 1, 7, 69
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/emails/new_user.html", "HTML", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/js/uikit.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/scss/lib/instello.scss", "SCSS", 0, 0, 831, 0, 0, 0, 0, 0, 0, 0, 129, 57, 1017
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/scss/lib/square.scss", "SCSS", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 3, 23, 131
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/scss/lib/tailwind.scss", "SCSS", 0, 0, 5576, 0, 0, 0, 0, 0, 0, 0, 182, 1468, 7226
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/scss/variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/assets/style/main.scss", "SCSS", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 7, 15, 96
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/account/EditAddress.vue", "Vue", 1686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 51, 1793
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/account/EditPersonal.vue", "Vue", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 92
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/account/Orders.vue", "Vue", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 85
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/account/PaymentMethods.vue", "Vue", 355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 49, 436
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat-2/app.vue", "Vue", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat-2/comp/bubble.vue", "Vue", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat-2/comp/launcher.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat-2/comp/messenger.vue", "Vue", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/app-legacy.vue", "Vue", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/app.vue", "Vue", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/comp/bubble-legacy.vue", "Vue", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 48
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/comp/bubble.vue", "Vue", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 48
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/comp/launcher.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/comp/messenger-legacy.vue", "Vue", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 151
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/chat/comp/messenger.vue", "Vue", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 162
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/AppBar.vue", "Vue", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 145
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/FriendCard.vue", "Vue", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 17, 153
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/comment_thread.vue", "Vue", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 51, 267
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/icons/customSvgs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/icons/medium.vue", "Vue", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 23
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/common/reactions.vue", "Vue", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 139
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/dashboard/MemberCard.vue", "Vue", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 57
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/products/CartCard.vue", "Vue", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 64
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/products/ProductCard.vue", "Vue", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 128
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/template/Nav.vue", "Vue", 399, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 61, 529
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/template/components/friend-requests/friend_request.vue", "Vue", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 132
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/template/components/search/Modal.vue", "Vue", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 213
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/components/template/components/search/SearchMemberResult.vue", "Vue", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 20, 163
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/composables/custom_fetch.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/directives/tooltip.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/hooks/fetch.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 4, 15
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/layouts/default.vue", "Vue", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/layouts/inner.vue", "Vue", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/layouts/inner_legacy.vue", "Vue", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/lire-moi.md", "Markdown", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 22, 64
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/middleware/auth.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/middleware/guest.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/nuxt.config.ts", "TypeScript", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 17, 4, 208
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 16533, 0, 0, 1, 16534
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 1, 65
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/account_legacy.vue", "Vue", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 56
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/components/AddressCard.vue", "Vue", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 26, 197
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/components/NewPaymentInterface.vue", "Vue", 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 65, 328
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/components/OrderCard.vue", "Vue", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 49
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/components/PaymentMethodCard.vue", "Vue", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 124
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/account/index.vue", "Vue", 556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 104, 683
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/cart/components/ProductCard.vue", "Vue", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 74
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/cart/index.vue", "Vue", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 112
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/checkout/index.vue", "Vue", 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 122, 1216
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/checkout/index_legacy.vue", "Vue", 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 45, 442
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/confirm-email/index.vue", "Vue", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 43
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/confirm-order/index.vue", "Vue", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/forgot-password/index.vue", "Vue", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 96
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/friends/components/FeedTab.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/friends/components/Invite.vue", "Vue", 523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 46, 643
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/friends/components/MyFriendsTab.vue", "Vue", 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 48, 563
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/friends/components/MyProfileTab.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/friends/index.vue", "Vue", 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 299
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/home/components/FeedCard.vue", "Vue", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 148
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/home/components/Invite.vue", "Vue", 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 47, 630
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/home/components/MyFriendsTab.vue", "Vue", 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 48, 563
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/home/components/MyProfileTab.vue", "Vue", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/home/index.vue", "Vue", 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 48, 421
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/index/index.vue", "Vue", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 12, 136
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/[id].vue", "Vue", 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 79, 682
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/ImageDropzone.vue", "Vue", 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 152
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/new_picture_post_interface.vue", "Vue", 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 28, 274
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/new_post_interface.vue", "Vue", 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 43, 346
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/picture_post.vue", "Vue", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 103
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/profile/EditIntro.vue", "Vue", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 73
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/profile/EditProfilePicture.vue", "Vue", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 71
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/components/profile_post.vue", "Vue", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 35, 150
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/members/index.vue", "Vue", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 18
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/page-template/index.vue", "Vue", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 48
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/reset-password/index.vue", "Vue", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 106
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/shop/[products]/[id].vue", "Vue", 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 23, 352
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/shop/components/ProductCard.vue", "Vue", 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 41, 456
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/pages/shop/index.vue", "Vue", 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 34, 382
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/plugins/font-awesome.ts", "TypeScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 6, 22
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/plugins/global_fetch.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 7, 4, 21
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/plugins/toast.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6, 12
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/accordion/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 12, 10, 79
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/autocomplete/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 53, 48, 260
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/avatar/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 5, 5, 38
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/badge/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 5, 6, 44
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/badgedirective/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 6, 6, 44
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/blockui/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/breadcrumb/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 15, 12, 65
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/button/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 52, 29, 221
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/calendar/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 413, 0, 0, 0, 130, 101, 644
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/card/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 5, 4, 38
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/carousel/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 31, 22, 150
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/cascadeselect/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 40, 33, 210
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/checkbox/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 19, 18, 102
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/chip/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 8, 46
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/chips/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 24, 22, 115
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/colorpicker/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 27, 21, 124
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/confirmpopup/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 18, 17, 107
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/contextmenu/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 19, 14, 123
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/datatable/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 737, 0, 0, 0, 225, 209, 1171
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/dataview/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 8, 7, 41
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/dialog/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 37, 31, 236
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/divider/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 10, 9, 68
"/Applications/MAMP/htdocs/www/NSIGHT_PROJECT/nsight-frontend/presets/nsight_style_presets/dock/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 19, 15, 94
